DataCode,RecType,Recyear,Season,RecMonth,Recday,TrapDay,Watershed,Line,Sta,Species,Sex,Age,Preg,Cond,Mass,Status,ToeClip,HairClip,REarTag,LEarTag,TailLength,HindFoot,comments,TakenBy
CSM05,2,1999,au,12,7,1,r20a,b,5,pl,f,a,0,6,20,an,145,,5019,,74,22,,AWReeD
CSM05,2,1999,au,12,7,1,r20a,b,4,pl,m,s,,3,21,an,151,,5020,,77,21,,AWReeD
CSM05,2,1999,au,12,7,1,r01a,c,4,pm,m,a,,3,19.5,an,114,,5022,,68,19,,AWReeD
CSM05,2,1999,au,12,7,1,r01a,c,9,x,,,,,,,,,,,,,,AWReeD
CSM05,2,1999,au,12,7,1,r01a,b,18,pm,f,a,0,6,18,an,115,,5021,,54,18,,AWReeD
CSM05,2,1999,au,12,8,2,r01a,c,2,pm,m,a,,3,20,a,114,,5022,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,b,2,x,,,,,,,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,b,9,pm,m,a,,3,15,an,112,,5023,,52,18.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,b,16,pm,m,a,,3,18.5,an,121,,5027,,55,17.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,3,pl,m,a,,3,21,an,152,,5026,,79,22,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,2,pl,m,a,,3,28.5,an,153,,5028,,78,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,5,pl,m,a,,3,22,a,151,,5020,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,7,pl,f,a,0,6,17,dn,,,,,62,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,7,pl,f,a,0,6,21.5,a,145,,5019,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,8,pl,m,a,,3,23,a,142,,5016,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,12,pl,f,a,0,6,31,a,141,,5015,,,,white spot on fur on centerback,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,13,x,,,,,,,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,14,pl,m,a,,3,23,dn,,,,,79,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,13,pl,m,a,,3,32,an,154,,5029,,96,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,15,pl,f,a,0,6,28,an,155,,5030,,90,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,15,nf,f,a,0,6,107,a,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,16,x,,,,,,,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,16,pl,m,a,,3,23,an,211,,5031,,85,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,17,pl,f,a,0,6,21,an,212,,5032,,60,20.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,17,pl,m,a,,3,26,an,213,,5033,,86,19.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,18,x,,,,,,,,,,,,,PB gone,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,b,19,pl,m,a,,3,20,an,214,,5034,,70,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,10,pl,m,a,,3,27,an,215,,5035,,81,22,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,9,pl,m,a,,3,24,a ,134,,0144,,,,is a male and different ear tag # - 2/14/2005,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,9,pl,f,a,0,6,22,a,132,,5013,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,7,pl,m,a,,3,31,an,221,,5036,,94,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,7,pl,m,a,,3,21.5,an,222,,5037,,73,21.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,6,pl,f,sa,0,6,18,a ,124,,5010,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,5,x,,,,,,,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,4,pl,m,a,,3,28.5,an,223,,5038,,90,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,2,pl,f,a,0,6,25,an,224,,5039,,79,20.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,c,1,pl,f,a,0,6,24,an,225,,5040,,85,20,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,1,pl,f,a,0,6,26,an,231,,5041,,87,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,3,pl,m,a,,3,28,an,232,,5042,,92,22,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,5,pl,m,a,,3,23,an,233,,5043,,82,22,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,5,pl,f,a,0,6,18.5,an,234,,5044,,65,21,white spot on top head,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,6,pl,m,a,,3,19,an,235,,5045,,70,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,6,pl,m,a,,3,26,an,241,,5046,,82,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,7,rmeg,m,a,,3,10,an,115,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,9,pl,m,a,,3,31,an,242,,5047,,88,21.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,10,pl,m,a,,3,19.5,an,243,,5048,,72,21.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,11,pl,m,a,,3,28,an,244,,5050,,79,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,12,rmeg,m,a,,3,9,a,111,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,13,pl,m,a,,3,19.5,a,113,,5004,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,13,pl,m,a,,3,26.5,an,245,,5049,,81,21,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,14,pl,m,a,,3,21.5,a,112,,5007,,,,remarked 0100 toe today,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,14,x,,,,,,,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,15,pl,f,a,0,6,17.5,a,111,,5003,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,15,pl,m,a,,3,30,an,251,,5051,,92,21.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,18,rmeg,f,a,0,6,8,an,121,,,,60,15,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,20,pl,m,a,,3,21,an,252,,5053,,71,20,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r20a,a,20,x,,,,,,,,,,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,a,18,pm,m,a,,3,17,a,113,,5002,,,,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,a,16,pm,m,a,,3,19,an,122,,5052,,64,18.5,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,a,14,pm,f,a,0,6,16.5,a,111,,5000,,,,remarked 0100 toe today,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,a,13,pm,m,a,,3,18.5,an,123,,5054,,62,19,,RL Rehmeie
CSM05,2,1999,au,12,8,2,r01a,a,1,pm,f,a,0,3,15,an,124,,5055,,54,17,,RL Rehmeie
CSM05,2,1999,au,12,9,3,r01a,c,1,pm,f,a,0,6,22,an,125,,5088,,60,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,c,2,pm,f,a,0,6,14.5,a,124,,5055,,,,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,c,4,pm,m,a,,3,19,a,114,,5022,,70,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,c,5,pm,m,a,,3,13,an,131,,5017,,45,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,c,7,bh,f,a,0,6,10.5,dn,,,,,,,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,c,7,pm,m,a,,3,21,an,132,,5100,,64,19,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,6,x,,,,,,,,,,,,,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,9,rmeg,m,a,,3,,dn,,,,,,,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,9,pl,m,a,,3,26,an,253,,5086,,79,21,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,12,pm,f,a,0,6,20,a,115,,5021,,68,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,12,pm,m,a,,3,13.5,a,112,,5023,,53,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,13,pm,m,a,,3,,a,121,,5027,,58,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,15,pm,m,a,,3,16.5,an,133,,5091,,54,17,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,15,pm,m,a,,3,18,an,134,,5094,,62,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,b,16,pm,m,a,,3,15.5,an,135,,5092,,59,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,1,rmeg,f,a,0,6,18,an,122,,,,,,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,13,pm,f,a,0,6,18,an,141,,5098,,65,18.5,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,14,pm,f,a,0,6,17,a,111,,5000,,55,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,14,pm,m,a,,3,17.5,an,142,,5099,,68,19,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,15,pm,m,a,,3,19.5,a,122,,5052,,65,18.5,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,15,pm,f,a,0,6,12,an,143,,5093,,54,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,16,pm,m,a,,3,19,a,123,,5054,,63,19,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,16,pm,m,a,,3,21,an,144,,5084,,70,18.5,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,18,pm,m,a,,3,17,a,113,,5002,,67,18,,A.Reed
CSM05,2,1999,au,12,9,3,r01a,a,18,pm,f,s ,0,6,12,an,145,,5090,,62,18,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,1,pl,m,a,,3,25,an,254,,5085,,76,22,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,2,x,,,,,,,,,,,,,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,3,pl,m,a,,3,20,an,255,,5095,,71,21,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,3,pl,m,a,,3,21,an,311,,5087,,79,21,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,4,pl,m,a,,3,25,an,312,,5089,,80,21.5,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,6,pl,m,a,,3,20,a ,235,,5045,,68,21,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,6,pl,m,a,,3,27,a ,241,,5046,,84,21,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,7,pl,f,a,0,6,23,a,115,,5006,,85,20.5,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,a,7,pl,f,a ,0,6,23,a,114,,5005,,85,20.5,,A.Reed
CSM05,2,1999,au,12,9,3,r20a,c,1,pl,m,a,,3,25,a,121,,5007,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,2,pl,f,a,0,6,24,a,224,,5039,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,4,pl,m,a,,3,23,a,122,,5008,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,4,x,,,,,,,,,,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,5,x,,,,,,,,,,,,,PB gone,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,6,pl,f,a,0,6,29,an,341,,5077,,85,21.5,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,7,pl,f,a,0,6,22,a,131,,5012,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,7,pl,m,a,,3,23.5,a,125,,5011,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,9,pl,m,a,,3,24,a,134,,5024,,,,records gk 2-15-05,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,9,pl,m,a,,3,21.5,a,133,,5014,,,,records gk 2-15-05,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,10,pl,m,a,,3,21,a,215,,5035,,,,slow moving,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,c,10,x,,,,,,,,,,,,,PB gone,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,20,rmeg,m,a,,3,8,an,141,,,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,19,rmeg,f,a,0,6,10.5,an,142,,,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,19,pl,m,a,,3,21,a,214,,5034,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,18,pl,m,a,,3,25,a,213,,5033,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,17,pl,f,a,0,6,21.5,a,212,,5032,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,17,x,,,,,,,,,,,,,PB gone,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,16,pl,f,a,0,6,22,an,342,,5078,,81,20.5,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,15,nf,f,a,0,6,98,a,111,,,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,14,pl,f,a,0,6,24,an,343,,5079,,77,20,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,14,pl,f,a,0,6,23,an,344,,5080,,75,21,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,12,pl,f,a,0,3,28,a,141,,5015,,,,white on back,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,12,pl,m,a,,3,28,an,345,50,,,90,21,had natural rip on right ear so tagged on left,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,9,pl,m,a,,3,25,an,351,,5056,,62,19,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,7,pl,m,a,,3,23,a ,142,,5016,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,6,x,,,,,,,,,,,,,PB gone,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,6,pl,m,a,,3,24,a,144,,5018,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,5,pl,m,a,,3,21,a,151,,5020,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,5,pl,f,a,0,6,19,a,145,,5019,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,4,pl,m,a,,3,24,an,352,,5081,,68,21,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,4,pl,f,a,0,6,21.5,an,353,,5082,,77,21,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,2,pl,m,a,,3,20.5,a,152,,5026,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,b,2,pl,f,a,0,6,19,an,354,,5023,,80,22,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,20,pl,m,a,,3,19.5,a,252,,5053,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,20,pl,f,a,0,6,28,an,355,,5057,,83,20,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,16,pl,f,a,0,6,17,a,111,,5003,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,16,pl,m,a,,3,20,an,411,,5058,,76,22,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,15,pl,m,a,,3,19,d ,112,,5001,,,,cotton thrown from trap by spring door,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,15,x,,,,,,,,,,,,,cotton wedge,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,14,x,,,,,,,,,,,,,wind,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,14,pl,m,a,,3,19,a,113,,5004,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,13,rmeg,m,a,,3,9,a,111,,,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,12,pl,m,a,,3,29,a,244,,5050,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,12,pl,m,a,,3,21,an,412,,5059,,72,20.5,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,11,x,,,,,,,,,,,,,cotton wedge,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,11,rmeg,m,a,,3,9.5,an,143,,,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,10,pl,m,a,,3,28,an,242,,5047,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,10,pl,m,a,,3,19.5,an,243,,5048,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,9,mo,f,a,0,6,42,an,121,,,,41,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,8,pl,m,a,,3,24,a,233,,5043,,,,,RLRehmeier
CSM05,2,1999,au,12,9,3,r20a,a,8,bh,f,a,0,6,11,an,111,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,4,x,,,,,,,,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,14,pm,f,a,0,6,16,a,111,,5000,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,14,pm,m,a,,3,18,a,123,,5054,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,14,pm,m,a,,3,21,a,144,,5084,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,16,pm,m,a,,3,19.5,a,122,,5052,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,17,pm,m,a,,3,,a,113,,5022,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,7,pm,m,a,,3,17,an,151,,5109,,56,18.5,,RLRehmeier
CSM05,2,1999,au,12,10,4,r01a,a,20,pm,f,a,0,6,12,a,143,,5093,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,20,pl,m,a,,3,17,a,252,,5053,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,20,pl,f,a,0,6,30,an,313,,5123,,55,22,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,18,pl,m,a,,3,,a,411,,5058,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,16,pl,f,a,0,6,19,an,314,,5116,,72,20,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,16,pl,f,a,0,6,31,an,315,,5101,,80,21,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,15,pl,m,a,,3,26.5,a,244,,5050,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,15,pl,m,a,,3,28,a,245,,5049,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,14,pl,m,a,,3,18,a,113,,5004,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,13,rmeg,f,a,0,6,8,a,121,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,12,sh,m,a,,3,98,an,111,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,12,rmeg,m,a,,3,9,a,111,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,10,pl,m,a,,3,,d,243,,5048,,,,cotton outside,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,10,pl,m,a,,3,28,a,242,,5047,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,9,rmeg,m,a,,3,10.5,a,115,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,8,bh,f,a,0,6,,d,111,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,8,pl,m,a,,3,23.5,a,233,,5043,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,7,x,,,,,,,,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,7,pl,m,a,,3,24.5,a,241,,5046,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,6,pl,f,a,0,6,23,a,114,,5005,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,6,pl,f,a,0,6,17.5,a,234,,5044,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,5,pl,f,a,0,6,23,a,115,,5006,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,5,x,,,,,,,,,,,,,cotton in door,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,4,pl,m,a,,3,23,a,312,,5089,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,3,pl,m,a,,3,21,a,255,,5095,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,2,pl,m,a,,3,23,a,311,,5087,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,1,pl,m,a,,3,21,d,254,,5085,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,a,1,pl,m,a,,3,29,an,321,,5096,,86,21,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,2,pl,m,a,,3,20.5,a,152,,5026,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,2,pl,m,a,,3,29.5,an,322,,5103,,86,22.5,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,3,pl,f,a,0,6,19,a,353,,5082,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,4,pl,m,a,,3,18,a,151,,5020,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,4,pl,f,a,0,6,17,a,145,,5019,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,5,pl,m,a,,3,27,an,323,,5104,,87,22,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,6,pl,m,a,,3,21,d,144,,5018,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,7,pl,f,a,0,3,20,an,324,,5105,,69,20,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,8,rmeg,f,a,0,6,10.5,an,123,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,9,pl,m,a,,3,22,a,142,,5016,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,9,pl,m,a,,3,19.5,a,351,,5056,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,12,pl,m,a,,3,25,d,345,,5076,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,14,pl,m,a,,3,28,a,154,,5029,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,14,pl,m,a,,3,20,an,325,,5125,,70,21,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,15,x,,,,,,,,,,,,,,RLRehmeier
CSM05,2,1999,au,12,10,4,r20a,b,15,pl,f,a,0,6,18,a,135,,5025,,,,,RLRehmeier
